PersonID,Exercise (hrs/week),Sleep (hrs/day),Junk Food (times/week),Screen Time (hrs/day),Health Risk Category
54,3.917514433261302,8.032465260551147,3,6.096169893322764,1
55,4.546499283743927,5.480630034045987,4,6.519445003442963,2
56,4.396920178674298,6.5157659271337485,5,4.191366749791182,2
57,1.7411737151660422,8.266911149186623,5,7.277184917554748,2
58,2.536181436223178,6.292330534381219,2,2.6769598754620803,0
59,3.496895147105346,7.443819428146228,0,5.867840402705367,1
60,4.463317690683539,7.774634053429336,0,3.5779676004750867,1
61,2.281238643232065,6.073069528421917,7,4.696327784395682,2
62,2.7215115350042742,6.9404746439382,6,6.094797342632828,2
63,1.3404975389909577,3.7587326599309274,6,4.279173269432095,0
64,1.2056900638789938,5.97561235866571,6,5.230888911540349,0
65,4.218788733591297,6.74743184860684,6,8.012585618428881,2
66,5.0343600428562345,5.7522168180351505,4,4.846216260953702,2
67,2.891984817629499,8.632411303931635,4,7.671384224130284,1
68,4.5052993468380365,5.5698586220393675,5,3.740586290684764,2
69,3.542454037571451,6.5599555133030165,1,7.059608355830566,0
70,2.0323203680923134,7.130740577286091,2,8.8831372413158,0
71,3.542093408262621,8.441273289066116,2,2.0,1
72,5.307054849698954,5.564137848820561,6,4.406209489059046,2
73,2.9462609413350727,8.16316375215496,5,7.15414425436108,2
74,5.346965483721009,7.010233061019587,7,5.593909227914015,2
75,0.0,6.018491348952049,3,6.742291746742618,0
76,4.232853756562836,7.46210347426327,1,4.792029626568359,1
77,3.130570602357257,7.19905969557347,5,6.1731795749458,2
78,2.551488974301199,6.399783122841205,1,5.688645529215841,0
79,3.1376411648032536,7.069802084990019,1,8.335564123319614,0
80,0.018646628098660578,6.61468640313824,1,6.508841686602426,0
81,2.670492168243732,7.113517345251248,5,6.675205324150404,2
82,3.53566885726762,7.6621306745210465,6,5.1762460677550655,2
83,5.216841067112274,8.586016816145353,2,5.024787551855013,1
84,2.222594672589529,5.7621845011731505,2,5.134883624360758,0
85,1.7872595956602186,9.133033374656266,6,6.788904284756594,1
86,2.2473644346231954,5.047912200477498,1,5.158031038359474,0
87,4.373103176553111,6.848214904964417,3,6.579549713792826,2
88,3.4931266644895267,7.588317206484577,0,10.150801597290878,1
89,2.2053596943494416,7.2809918677350325,5,7.742249406863385,2
90,3.769901149670034,6.377300480179406,0,5.347952935664318,0
91,3.1456163240220607,6.791877749642725,7,8.402427844327889,2
92,4.452967485799334,6.506999065341168,6,5.183849253956897,2
93,1.9469203591839714,6.410635243055788,3,2.0,0
94,2.508506780103348,7.849602097021025,5,3.983827378165192,1
95,2.4118377703017635,7.357015485965047,6,2.2584161579482886,1
96,0.8047275778018221,6.307090404739346,1,5.296973031917383,0
97,3.444180415596864,7.899599875433251,2,6.036836758379104,1
98,3.391582908269834,7.307299520876609,0,9.352874624550566,1
99,3.0076701849636915,7.81286211883896,4,6.653854747528325,1
100,2.64811929993728,7.629628841923612,4,5.561798942382271,1
101,0.8769438869243786,6.171004989077928,3,7.658811162366979,0
102,2.3690320158519613,6.439818959803031,1,2.0,0
103,2.485928225209846,7.747293605123262,7,6.471229116217132,2
104,1.7965840961675716,7.610370265433465,0,7.541730387773933,0
105,2.7580714325009863,6.979098406035852,1,3.042827508440317,0
106,3.606076285221808,7.117327383308782,0,8.287508086413858,1
107,5.829278851815795,8.277664895788424,3,6.676992814988829,1
108,3.2618667192477586,6.40842861116417,3,5.169424172198397,0
109,3.386325586084147,7.547097381170038,7,7.26556373221257,2
110,2.8883311263507494,6.797807347566106,4,10.541385715608792,2
111,0.12184317705143766,6.782318796772779,1,6.36373251011699,0
112,2.9602291868261745,8.09877685198719,5,6.496441172600672,1
113,3.0903453149115396,7.82541634898803,4,5.081278200919511,1
114,6.694863168727929,7.813509636000639,1,4.300311261070417,1
115,2.7114585528283164,8.30547880715433,4,7.660671633088491,1
116,3.4523210135004185,7.021003841632759,5,4.287832348182265,2
117,2.947932345442135,7.6819529712949635,2,6.143132474438785,1
118,1.246982943570702,6.689733243406544,2,5.044685106469767,0
119,4.71423422177253,7.324166352488442,7,6.957959651492784,2
120,4.127899549030161,6.869856945632315,2,6.667324210573897,1
121,4.18654792056457,7.096995964992718,2,8.075079888515798,2
122,1.6359188178078916,7.595157025436913,6,4.979967202290506,2
123,5.104191466404149,6.181779316766527,0,5.460250129413257,1
124,0.8972234058115784,9.09238727568546,6,4.042472568435385,1
125,3.8802856407004054,5.993982618500298,6,5.111413479847776,2
126,6.285683438714968,5.785811387212268,7,6.754600986089704,2
127,1.5141955123039674,8.158110873500068,6,7.513977233290704,2
128,2.150553405595842,7.791662693962936,2,4.155669351644749,1
129,3.149477047631462,7.624119817052155,5,7.73921184021132,2
130,2.244786518825701,7.62834550926428,7,8.711275717609901,2
131,0.6740048534008007,6.987753227153085,7,6.826869806447402,2
132,3.102844462209041,6.102745628514168,3,9.753591625116131,2
133,1.4065444294108427,7.075804558193727,7,4.452421601792854,2
134,3.710388645952772,6.322838288487889,3,3.510690593377166,0
135,1.6208636486492953,7.975119733417751,7,2.442559502191443,1
136,5.324901607526309,6.8529426184978615,0,8.992088622978367,1
137,1.8251200614956444,6.1745028032074885,2,7.308731312708115,0
138,2.5169077256914867,6.678614158347006,7,5.8888306581790895,2
139,4.220275826054505,7.412931454275625,2,6.5599372526396404,1
140,1.153703525349067,6.436275447196025,2,3.749021905403247,0
141,3.341189901906194,6.177779604433568,4,10.891503959233653,2
142,4.960714131423642,7.243687211491912,7,6.258442363950455,2
143,0.5887751481581587,7.244966571108723,1,6.218789589209786,0
144,3.2769507877984565,6.49305682462887,4,7.451533247797384,2
145,3.3898241913726355,6.528961694381677,1,6.962018463473426,0
146,4.172734307665966,7.232049937357636,2,6.447768048558263,1
147,1.144573933682877,5.551915658502676,2,4.419051089109376,0
148,1.0193150803735855,5.592536225623444,4,6.942936714271991,0
149,3.7829123484253464,6.281555778747564,4,9.764048992950068,2
150,3.445477009849779,6.786552848288153,1,8.690840092309955,2
151,3.3757392755188147,7.310907565598004,3,9.186373253278795,2
152,3.5196723142454633,8.475356216949551,1,4.9775686471376295,1
153,1.9799629176322637,7.85765962320202,4,4.020790359482838,1
154,3.3483805457415055,6.840061470036573,5,5.748426159800704,2
155,3.439608709948022,6.9809837920973115,4,6.111449824577389,2
156,1.9284728729604483,5.997470635362191,5,8.188383036941897,2
157,5.798661766717135,6.98148686400761,0,2.6150707405703613,1
158,3.7107493813676813,6.711341361079862,4,9.059100638921228,2
159,1.213044754196027,7.32271856033809,0,5.683984202842021,0
160,3.9848304129507444,6.172769056447677,3,5.14623786010516,2
161,1.537977494659018,7.519346514241172,1,3.975791249479665,0
162,4.1806269056136784,8.532738913002579,5,2.6902866562684613,1
163,4.737893368511106,6.891239851543142,1,7.646341167923829,1
164,1.7689765224724343,7.401711722098941,0,6.146635934376808,0
165,4.445064193866482,7.690143991711112,5,3.4200782005178922,1
166,3.6191713904047473,6.5987795281141635,1,3.409842455872768,0
167,4.233090239991735,7.224092481810417,4,5.328430601419743,1
168,5.845189473980922,7.012592400781795,2,9.338043050578786,2
169,2.631917825995694,7.097676098548832,0,5.48081729727279,0
170,1.8693957534637655,6.226990216144533,1,2.9937140937637876,0
171,1.665728355561715,7.024510174258943,0,5.508513871828112,0
172,1.7762845725518426,7.49799829124545,6,5.454552860504659,2
173,2.8843474358788437,8.451143607795041,0,2.0,1
174,3.511727962224966,7.9592708260852065,5,5.8914102669643755,1
175,3.4150361989950286,9.153182457511557,6,5.538130939582644,1
176,4.240774873554036,6.23265243711195,7,7.3924127296268365,2
177,3.0195028378168605,7.872320636720678,5,9.69791218989069,2
178,5.1803011157359755,7.183342005738352,2,8.253130059095515,2
179,2.603014750143066,9.189802933217672,6,5.462222618890339,1
180,7.080253749884428,6.191701714644848,7,3.7869481825166593,2
181,3.938501021647509,6.160278157819224,4,11.14671960649972,2
182,1.7142636653755763,6.400607354555978,0,6.118436868028977,0
183,1.3936612529083314,4.876104275690193,1,6.027858583825893,0
184,3.7237086228647778,6.474244978319239,3,5.951749825779993,2
185,2.664805822011224,6.240867338446302,0,6.39616952153571,0
186,4.071000741138138,7.150393786476208,7,5.711279176152115,2
187,3.709856436860317,7.3417559757771595,0,4.852675986239527,1
188,2.890756631014691,8.876170839215886,2,4.906282117519216,1
189,1.7298094228973926,7.95042383818605,4,5.934493459568003,1
190,0.7277291629712028,6.423096344337597,3,4.9131504577324705,0
191,2.3302275718994685,6.101585328651642,6,4.574308434645671,2
192,4.284598191485209,7.491919171506506,6,6.212860455383794,2
193,3.321140616195306,5.679766792979358,6,5.490045565158289,2
194,1.131391831932018,8.831458765854354,7,9.007985977165378,2
195,3.259771388776773,8.179440120721287,5,2.0,1
196,3.577976069593255,6.530824347895296,5,8.183013703844924,2
197,1.6742138456983005,5.286865470909122,1,8.492170384995259,0
198,3.230587658918292,8.353872374165412,3,2.0,1
199,3.0873130776689997,6.885460154747382,6,5.314624811839303,2
200,1.2855445532540655,8.23781631197346,5,5.257118268008417,1
